# security split manifest (sample)
cusip,part
302520101,development
30254T577,development
302578109,development
30257X104,development
30258N105,holdout
30258N121,development
30258N600,development
30260D103,development
302635206,development
30263Y104,development
30290Y101,development
30292L107,development
302941109,development
30303M102,development
303075105,development
30320C103,development
30320C301,development
303250104,development
30329Y106,development
30329Y304,development
30329Y403,holdout
30334J102,development
30334J128,holdout
30334J201,development
306121104,holdout
306121112,holdout
30712A103,holdout
30712L307,development
307359117,development
307359505,holdout
307359703,development
307359885,development
30744W107,development
307675108,development
30779N105,holdout
309627107,development
31154R109,development
311642102,development
31188V100,development
31188VAB6,development
31189P102,holdout
31189V109,development
311900104,development
311921100,holdout
313148108,holdout
313148306,development
313745101,development
313855108,holdout
314211103,holdout
31423J102,development
31423L305,development
31423L404,development
31423L503,development
31423L602,development
31423L701,development
31423L800,development
31423L875,development
31423P108,development
31425A109,holdout
31428X106,development
314352105,development
31447E105,development
31447E204,development
31447N204,development
31447P100,holdout
31488V107,development
314911108,development
31556C106,development
315616102,development
31572Q808,holdout
31572Q881,development
31573L105,development
31573L204,development
315912808,development
315948109,development
316092113,development
316092121,development
316092139,holdout
316092147,development
316092154,holdout
316092162,development
316092170,development
316092188,development
316092196,development
316092204,development
316092212,development
316092220,development
316092238,development
316092246,development
316092253,development
316092261,development
316092279,development
316092295,development
316092303,holdout
316092311,development
316092329,development
316092337,holdout
316092345,development
316092352,development
316092360,development
316092378,development
316092386,development
316092402,development
316092501,development
316092527,development
316092535,development
316092543,development
316092600,development
316092618,holdout
316092709,development
316092717,holdout
316092725,development
316092782,development
316092790,development
316092808,development
316092816,holdout
316092824,holdout
316092832,holdout
316092840,development
316092857,holdout
316092865,development
316092873,development
316092881,holdout
31609A107,development
31609A206,holdout
31609A305,development
31609A404,development
31609A503,development
31609A602,holdout
31609A701,development
31609A800,development
31609A818,holdout
31609A842,development
31609A867,development
31609A875,development
31609A883,holdout
31609R100,holdout
31613E103,holdout
316188101,development
316188200,development
316188309,development
316188408,development
316188606,development
316188705,holdout
316188846,development
316188853,development
316188879,development
31620M106,development
31620R303,development
31624J729,development
31624J745,development
31641G104,development
316500107,development
31660B101,development
316773100,development
316841105,development
316926104,development
31738L107,development
31738L206,holdout
317585404,holdout
31761T886,holdout
31773D200,development
31788K108,holdout
317970101,development
318085107,development
318085115,development
31809Y111,development
31809Y202,holdout
31810T101,development
31812F109,development
318136116,development
318136124,holdout
31813A109,holdout
31816X106,development
31846B108,development
31847R102,development
31866P102,holdout
318672706,holdout
318910106,development
318916103,development
31931U102,holdout
319383204,development
319390100,development
31942S104,development
31943F200,development
31946M103,development
319829107,development
319835104,holdout
31983A103,holdout
320209109,development
32020R109,holdout
320218100,development
32022K102,development
32026V104,holdout
32043P106,development
320517105,development
32051X108,development
32054K103,development
320551104,development
320557101,development
32055Y201,holdout
320703101,development
320703119,development
320703309,development
320703408,holdout
320734106,holdout
32076V103,development
32076VAD5,development
320817109,holdout
320866106,development
32106V107,development
335834107,development
335925103,development
33616C100,development
33621E109,development
33631F104,development
336433107,holdout
336901103,development
336917109,development
336920103,holdout
337185102,holdout
33718M105,development
33718W103,development
33719L106,development
33733A201,development
33733B100,development
33733C108,development
33733E104,development
33733E203,development
33733E302,development
33733E401,holdout
33733E500,development
33733E674,development
33733E708,development
33733E732,development
33733E740,development
33733E799,development
33733E807,holdout
33733E815,holdout
33733E823,development
33733E831,development
33733E872,holdout
33733F101,development
33733G109,holdout
33733U108,development
337344105,development
337345102,holdout
33734G108,holdout
33734H106,development
33734K109,holdout
33734X101,holdout
33734X119,development
33734X127,development
33734X135,development
33734X143,holdout
33734X150,development
33734X168,development
33734X176,holdout
33734X184,development
33734X192,development
33734X200,development
33734X309,development
33734X713,development
33734X739,development
33734X747,development
33734X754,development
33734X762,development
33734X770,development
33734X788,development
33734X812,holdout
33734X838,holdout
33734X846,holdout
33734X853,development
33734Y109,development
33735B108,development
33735J101,development
33735K108,development
33735T109,development
33736G106,development
33736N101,holdout
33736Q104,development
33737A108,development
33737J109,development
33737J117,development
33737J125,development
33737J133,development
33737J141,development
33737J158,development
33737J174,holdout
33737J182,development
33737J190,development
33737J224,development
33737J232,development
33737J307,development
33737J406,holdout
33737J505,development
33737J802,development
33737K205,holdout
33737M102,holdout
33737M201,development
33737M300,development
33737M409,development
33738D101,development
33738D309,development
33738D408,holdout
33738D606,development
33738D705,development
33738D721,development
33738D739,development
33738D747,development
33738D762,development
33738D770,development
33738D788,development
33738D796,development
33738D804,development
33738D812,development
33738D820,development
33738D838,development
33738D879,development
33738R100,holdout
33738R118,development
33738R308,holdout
33738R506,development
33738R563,development
33738R571,development
33738R597,development
33738R605,development
33738R613,development
33738R621,holdout
33738R639,holdout
33738R647,holdout
33738R662,development
33738R688,development
33738R696,holdout
33738R704,development
33738R712,development
33738R720,development
33738R738,development
33738R746,development
33738R753,development
33738R761,development
33738R779,holdout
33738R795,development
33738R811,development
33738R829,development
33738R837,development
33738R845,development
33738R852,development
33738R860,development
33738R878,holdout
33738R886,development
33739E108,holdout
33739H101,development
33739N108,development
33739P103,development
33739P202,holdout
33739P301,development
33739P608,development
33739P707,development
33739P806,development
33739P822,development
33739P830,development
33739P855,development
33739P863,development
33739P871,development
33739P889,development
33739Q200,holdout
33739Q309,development
33739Q408,development
33739Q507,development
33739Q705,development
33739Q804,development
33740F110,development
33740F128,holdout
33740F136,holdout
33740F144,development
33740F151,development
33740F169,development
33740F177,development
33740F185,development
33740F193,development
33740F219,development
33740F243,development
33740F250,development
33740F268,development
33740F276,development
33740F284,holdout
33740F292,holdout
33740F318,development
33740F326,development
33740F334,development
33740F342,development
33740F367,development
33740F375,development
33740F383,development
33740F391,development
33740F409,development
33740F417,development
33740F425,development
33740F433,development
33740F441,holdout
33740F458,development
33740F466,development
33740F474,holdout
33740F482,development
33740F490,holdout
33740F516,development
33740F540,development
33740F557,development
33740F565,development
33740F573,development
33740F581,holdout
33740F599,development
33740F615,development
33740F623,development
33740F631,development
33740F649,development
33740F656,development
33740F664,development
33740F672,development
33740F680,development
33740F698,development
33740F714,development
33740F722,development
33740F730,development
33740F748,development
33740F755,development
33740F763,development
33740F771,development
33740F789,development
33740F797,development
33740F805,development
33740F813,development
33740F821,development
33740F839,development
33740F847,holdout
33740F854,holdout
33740F862,development
33740F870,development
33740F888,development
33740J104,development
33740J203,development
33740U109,development
33740U208,development
33740U307,development
33740U315,development
33740U323,development
33740U356,development
33740U380,development
33740U406,development
33740U422,development
33740U448,holdout
33740U455,holdout
33740U463,development
33740U471,development
33740U489,development
33740U505,development
33740U513,development
33740U521,development
33740U547,development
33740U554,development
33740U562,development
33740U570,development
33740U588,holdout
33740U596,development
33740U612,development
33740U620,development
33740U638,development
33740U653,holdout
33740U661,holdout
33740U679,development
33740U687,development
33740U695,development
33740U703,development
33740U711,development
33740U729,development
33740U737,holdout
33740U752,development
33740U760,holdout
33740U778,development
33740U786,holdout
33740U794,development
33740U802,development
33740U810,development
33740U828,development
33740U836,holdout
33740U844,development
33740U851,development
33740U869,development
33740U885,development
33740Y101,holdout
33741H107,holdout
33741L108,development
33741L207,development
33741Q107,development
33741X102,development
33741X300,holdout
33741Y100,development
33744U105,development
33744U204,development
33744U303,development
33744U402,holdout
33744U600,development
33744U709,development
33744V103,development
33748L101,development
33749P309,holdout
33749P408,development
33749P507,development
33751L105,development
337655104,development
337655112,development
337655302,development
33766Y100,development
33767E202,development
33767U107,development
33768G107,development
337738108,development
337932107,development
337932AR8,development
337932AT4,holdout
337932AV9,development
337959100,development
337959407,development
33813J106,development
33817P306,development
33817P405,development
33829M101,development
338307101,development
338307AD3,development
338307AF8,development
33830Q109,development
33830Q208,holdout
33830T103,development
33833Q106,development
33835LAA3,development
338478100,development
338479108,development
338480106,development
33848E106,development
338517105,development
339041105,development
339382103,development
33938T104,development
33939J303,development
33939L100,development
33939L308,development
33939L407,development
33939L506,development
33939L571,holdout
33939L597,development
33939L605,development
33939L613,holdout
33939L639,development
33939L647,holdout
33939L654,development
33939L662,development
33939L670,development
33939L688,development
33939L696,development
33939L738,development
33939L746,development
33939L753,development
33939L761,development
33939L779,development
33939L787,holdout
33939L795,development
33939L803,holdout
33939L811,development
33939L829,holdout
33939L837,development
33939L845,development
33939L860,development
33939L886,development
339750101,development
339764201,development
339764300,development
342909108,development
343389409,development
343412102,holdout
343412AJ1,development
343498101,development
34354P105,development
34379V103,development
34379VAB9,development
34380C102,development
34380C201,development
34385P108,development
343873105,development
343927109,holdout
343927208,development
343927307,development
343928107,holdout
343928115,development
344057302,development
344174107,development
34417J104,development
34417J203,development
34417J500,development
34417J609,development
34417L117,development
34431F104,development
344419106,development
344437405,development
344849104,development
34520K105,development
345370860,holdout
345370CZ1,development
34546R100,holdout
34546R118,holdout
34547F105,development
345510119,development
345523203,holdout
345523302,development
34619R110,holdout
34619V111,development
346232101,development
34629L103,development
34629L202,development
34630N106,development
34631F102,development
346375108,development
346414105,development
346563109,development
349381103,development
349553107,development
34959E109,development
34959J108,development
34960Q109,development
34960Q307,development
34962G109,development
34962G208,holdout
34964C106,development
34965K107,development
34969G110,holdout
34984V209,development
349853101,holdout
349862300,holdout
349862409,development
34986A104,holdout
34988N104,development
34988V106,holdout
349915108,development
349932103,development
349942102,holdout
350060109,development
35086T109,development
35104E100,development
35137L105,development
35137L204,development
35138V102,development
351471305,holdout
351665104,development
351665112,development
35168W103,development
351858105,development
35243J101,development
353469109,development
353506108,holdout
353514102,development
35351J109,development
353525108,development
354613101,holdout
35471R106,holdout
35472T101,development
35473M105,holdout
35473P108,development
35473P207,development
35473P306,holdout
35473P322,holdout
35473P363,development
35473P371,development
35473P389,development
35473P397,holdout
35473P405,development
35473P413,development
35473P421,development
35473P439,development
35473P454,development
35473P462,holdout
35473P470,holdout
35473P488,development
35473P496,development
35473P504,development
35473P512,development
35473P520,development
35473P538,development
35473P546,development
35473P553,development
35473P561,development
35473P595,development
35473P603,development
35473P611,development
35473P629,development
35473P637,development
35473P645,holdout
35473P652,development
35473P660,holdout
35473P678,development
35473P686,development
35473P694,development
35473P710,development
35473P736,development
35473P744,development
35473P751,development
35473P769,development
35473P785,development
35473P793,development
35473P801,development
35473P819,development
35473P827,development
35473P835,holdout
35473P843,development
35473P850,development
35473P868,development
35473P876,development
35473P884,development
354921108,development
355145103,development
355184102,holdout
355233107,development
35632L303,development
356390104,development
35655L206,development
35671D857,development
357023100,development
358010106,development
358029106,development
358039105,development
358039AB1,development
35803L108,holdout
35804X101,holdout
35804X200,development
358054104,development
35834F104,development
35834FAB0,development
35834FAC8,development
358435105,holdout
35905A109,development
35909D109,development
35909R108,holdout
35922N100,development
359523107,development
35952H601,development
35952H700,holdout
35953C106,development
35953D104,holdout
35953D401,development
35954B206,development
35954B404,holdout
359616109,development
359664109,development
359678109,development
359694106,development
35969L108,development
360271100,holdout
360852107,holdout
360876809,development
360876874,development
360876882,development
36087T379,development
36087T395,holdout
360948103,holdout
361008105,development
36116M106,development
36117T100,development
36117V204,development
36117V303,holdout
36117V402,development
36118A100,development
36118L106,development
36118R103,holdout
36118W110,holdout
36118W201,development
36119D111,development
36120Q101,development
361448103,development
36151G402,holdout
36151G600,development
361570104,development
36162J106,development
36164V602,development
36164V800,holdout
36165A102,development
36165L108,development
36165LAD0,development
36166F100,development
36168Q104,development
36170N107,holdout
3621LQ109,holdout
36227K106,development
36227K205,development
3622AW106,development
3622AW403,development
3622AW502,development
36237H101,holdout
362397101,development
362397226,development
36239Q109,development
36240A101,development
36240A184,development
36240B109,development
36241U106,development
36242H104,development
36246K103,development
36251C103,development
36254L209,development
36254L308,holdout
36257Y109,development
36262G101,development
36266G107,development
36269B105,development
36269P104,development
36315X101,holdout
36317J209,development
363225202,holdout
36322Q107,development
36322Q206,development
36338D108,development
36352H100,development
363576109,holdout
36465A109,development
36465E101,development
36467J108,development
36467W109,development
36467W117,development
36467WAE9,holdout
36467WAG4,development
36468G103,development
36472T109,development
364760108,development
365506112,development
366505105,development
366651107,development
368036109,development
36809R404,development
36828A101,development
36831E108,holdout
36866J105,holdout
368678108,development
36870C104,development
36870H103,development
36870W100,development
36872P103,holdout
368736104,development
369550108,development
369604137,development
369604301,holdout
369759204,holdout
370334104,holdout
37045V100,development
370920100,development
37148K100,holdout
37148K209,holdout
37149D113,holdout
37149D204,holdout
371532102,holdout
37185R406,development
37186H100,development
37186H209,development
371901109,development
371927104,development
372279109,development
372284208,development
37229T509,development
372303206,development
372446104,development
372446203,development
372446302,development
372460105,development
37247D106,holdout
37253A103,development
37364X109,holdout
373678119,development
373678507,holdout
373678606,development
373678705,development
373737105,development
373865104,development
374163103,development
374275105,holdout
37427G101,development
374297109,development
374396406,development
374689107,development
375558103,development
375916103,holdout
37611X100,development
37611X118,development
37611X209,holdout
37637K108,development
37637Q105,development
376535100,development
376535878,development
376536108,holdout
376546107,development
376549101,holdout
377320106,development
377322102,development
377322AB8,development
37733W204,development
377407101,holdout
37890B100,development
37892C106,development
37892E102,development
37892F117,development
37892F125,development
378973408,development
378973507,holdout
379378201,development
37940X102,holdout
37940XAU6,holdout
379463102,development
37946R109,development
37950E101,development
37950E192,development
37950E218,holdout
37950E259,development
37950E291,development
37950E333,development
37950E341,development
37950E408,holdout
37950E416,development
37950E648,development
37954A204,development
37954A303,development
37954Y137,development
37954Y145,development
37954Y152,development
37954Y194,holdout
37954Y228,development
37954Y236,development
37954Y251,development
37954Y269,development
37954Y277,development
37954Y285,development
37954Y293,development
37954Y319,holdout
37954Y327,development
37954Y335,development
37954Y343,holdout
37954Y368,development
37954Y376,development
37954Y384,development
37954Y392,development
37954Y418,development
37954Y434,development
37954Y442,development
37954Y459,development
37954Y467,development
37954Y475,development
37954Y483,holdout
37954Y491,development
37954Y616,development
37954Y624,development
37954Y632,development
37954Y657,development
37954Y673,development
37954Y699,holdout
37954Y707,development
37954Y715,development
37954Y731,development
37954Y764,development
37954Y772,holdout
37954Y780,development
37954Y798,development
37954Y814,development
37954Y830,development
37954Y848,development
37954Y855,development
37954Y863,development
37954Y871,development
37954Y889,development
37955N106,development
379577208,development
379598105,holdout
37959E102,development
37959R103,development
37960A172,holdout
37960A214,development
37960A222,development
37960A230,development
37960A271,development
37960A289,development
37960A297,development
37960A370,development
37960A412,development
37960A420,development
37960A438,development
37960A453,development
37960A529,development
37960A537,development
37960A552,holdout
37960A560,development
37960A578,development
37960A636,development
37960A644,development
37960A651,development
37960A669,holdout
37960A677,development
37960A685,development
37960A727,development
37960A735,development
37960A768,development
37960A792,development
37960A859,holdout
37960A867,development
37961B112,development
37962G110,development
37962G128,development
37966B109,development
37966B208,development
37966B307,development
37966B406,development
37966B505,holdout
37966B604,development
37966B760,development
37966B778,development
38000Q102,development
38013D106,development
38021H115,development
380237107,development
38045R206,development
38046C109,development
38046W204,development
38046YAD3,holdout
38059T106,development
38068T105,development
38071H106,holdout
380799114,development
381013101,development
381098300,holdout
381098409,development
381119403,development
38141G104,holdout
381430107,development
381430123,development
381430164,development
381430180,development
381430206,development
381430230,development
381430305,development
381430362,holdout
381430396,holdout
381430404,holdout
381430438,development
381430453,development
381430479,development
381430503,holdout
381430529,development
381430545,development
381430602,development
38147U107,development
38149E101,development
38149W101,development
38149W127,holdout
38149W382,development
38149W416,holdout
38149W424,development
38149W432,development
38149W440,development
38149W457,development
38149W465,development
38149W473,development
38149W481,development
38149W507,holdout
38149W523,development
38149W531,development
38149W549,development
38149W556,development
38149W564,development
38149W572,development
38149W580,development
38149W598,development
38149W614,development
38149W622,development
38149W630,development
38149W739,development
38149W762,development
38149W770,development
38149W788,development
38149W796,development
38149W812,development
38149W820,development
38150K103,development
38150W107,development
38173M102,development
382140879,development
38246G108,development
382550101,development
38267D109,development
38268T103,development
38287A119,development
383082104,development
38341P102,development
38387Q105,development
38387Q113,development
38406L103,development
384109104,development
384313508,holdout
384313607,holdout
384556106,development
384637104,development
384747101,development
384802104,development
38500T200,holdout
38526M106,development
387328107,development
387328AD9,holdout
387328AF4,development
38741L107,development
387432107,development
387437114,development
387437205,development
38747R215,development
38747R264,development
38747R306,development
38747R348,development
38747R355,holdout
38747R363,development
38747R371,development
38747R389,holdout
38747R397,development
38747R421,development
38747R439,development
38747R454,development
38747R488,development
38747R496,development
38747R512,development
38747R520,development
38747R538,development
38747R546,development
38747R553,development
38747R561,development
38747R587,holdout
38747R595,development
38747R603,development
38747R611,development
38747R629,development
38747R645,development
38747R652,development
38747R660,development
38747R678,holdout
38747R694,development
38747R702,holdout
38747R710,development
38747R728,holdout
38747R736,development
38747R744,holdout
38747R751,development
38747R769,development
38747R777,development
38747R793,development
38747R801,development
38747R827,holdout
38747R843,development
38747R868,development
38747R884,development
38747T450,development
38747T468,development
38747T542,development
38747T575,development
38747T583,holdout
38747T591,holdout
38748G101,development
38748T103,development
38867H104,development
38867H203,development
388689101,development
38870X104,holdout
38911N206,development
389375106,development
389375205,development
38942Q202,development
389637109,development
389638107,development
38963H206,holdout
38963H305,development
38963H602,development
38963V106,development
38964R203,development
38965D104,development
38965L106,holdout
38983D300,development
38983D409,development
38983D854,holdout
389923103,development
389930108,development
389930207,development
390320703,holdout
39037G109,holdout
390607109,development
390905107,development
392709101,development
39304D102,development
393221106,development
393222104,development
393222AK0,holdout
393222AL8,development
393222AM6,holdout
393657101,development
393657AM3,development
39366L307,development
39366L406,development
393704309,holdout
394357107,development
395259104,development
39525U107,development
39531G308,development
395330301,development
395330400,holdout
395330509,development
39540E302,development
39540E401,development
39540F309,development
39579V100,development
396879108,development
397624107,development
397624206,holdout
39813G109,development
398182303,development
39818P799,development
398433102,development
398438408,holdout
398501114,development
39854F101,development
39868T105,development
39874R101,holdout
39878L126,development
39878L506,holdout
398905109,development
399473206,development
39957D201,development
39959A106,development
39959A205,holdout
39986L109,development
399909100,development
400491106,development
40049J206,development
400501102,development
400506101,development
400510103,development
40051E202,development
40053W101,holdout
40054A108,development
40054J109,holdout
400764106,development
40090E106,holdout
40131M109,development
40131MAB5,development
40131MAD1,development
401382106,development
40145Q500,development
40145W101,development
401617105,holdout
401617AD7,development
401617AF2,development
40167F101,holdout
40170T106,development
40171V100,development
40171VAC4,holdout
40172N107,development
402031835,development
402031843,holdout
402307102,development
40251W408,development
40251W507,development
402635502,development
403783103,development
403949100,development
404030108,development
404111106,development
40412C101,development
404139AG2,holdout
40415F101,development
40416E103,development
40416EAF0,development
40417F109,holdout
40423R105,development
40423R204,development
40423R303,holdout
40424G108,development
404251100,holdout
404280406,development
40434L105,development
40445M100,development
404609109,development
40472A102,holdout
40472A128,development
40500A116,development
405024100,development
405024AB6,development
405024AD2,development
405166109,development
405217100,development
405552100,holdout
40609P105,development
40619L201,development
406216101,development
40637H109,development
40637HAD1,development
40637HAF6,development
40701T104,development
407497106,development
409735206,holdout
410120109,holdout
410123103,development
41013T105,development
41013W108,development
410345102,development
410495204,development
41068X100,development
410709109,development
410710206,development
410867105,development
411292105,development
411292204,holdout
41151J109,development
41151J208,development
41151J307,development
41151J406,holdout
41151J505,development
41151J703,development
41151J752,development
41151J786,development
41151J794,development
41151J869,development
41151J877,development
41151J885,development
41165Y100,development
412822108,development
413160102,development
413160AD4,development
413197104,holdout
413216300,development
41358P205,development
41456U106,holdout
41456U205,holdout
41456U304,development
415858109,holdout
415864107,development
416196202,development
416515104,development
41653L305,development
41653L404,development
41653L503,development
41653L602,development
41653L701,development
41653L842,development
41653L859,development
41653L875,holdout
41653L883,development
416906105,development
416906204,development
418056107,holdout
418100103,development
419596101,development
419870100,development
419879101,development
420201105,development
420261109,development
420476103,holdout
420877201,holdout
421298100,development
421906108,development
42217D102,holdout
42222N103,development
42225T107,development
42226A107,holdout
42226B501,holdout
42226K105,development
42227T105,development
42227W207,development
42227W306,development
422347104,development
42234Q102,development
42237K409,holdout
42237K508,development
42238D107,holdout
42238H108,development
42238H116,holdout
42240Q104,development
42250P103,development
42254E104,holdout
42254E112,development
42254E302,development
422704106,development
422806109,development
422806208,development
422819102,development
42309B139,holdout
42328H109,development
42328V801,development
42328V876,development
42330P107,development
423403104,holdout
423452101,holdout
423494103,development
42371L106,holdout
425885100,development
42588P692,development
426281101,development
426897302,development
426897401,development
426927109,development
42703MAF0,development
42704L104,development
427096508,development
42722X106,development
42726M106,development
42727E103,development
42727J102,development
42727R104,development
42727R203,development
42727R302,development
427746102,development
427825500,development
427866108,development
42804T106,development
428050108,development
42806J148,development
42806J700,development
42809H107,development
428103105,development
42824C109,development
42824C208,development
428291108,development
428567101,development
42968F108,development
42981E401,holdout
42981K100,development
43010E404,development
43010T104,holdout
43087N204,development
43114Q105,holdout
431284108,development
431571108,development
43157M102,development
431636109,development
432705200,development
432705309,development
432748101,development
43283X105,development
43289P106,development
433000106,development
43300A203,development
433313103,development
433323102,development
433535101,development
433537107,holdout
433539202,development
433921103,development
435063110,development
43538H103,development
436440101,development
436893200,development
43689E107,holdout
437076102,development
43708L108,development
43734R111,holdout
43785V102,development
437872104,development
438083107,development
438128308,development
438333106,development
43849R105,development
438516106,development
438516205,development
439038100,development
43906K100,development
43906K209,development
43940T109,development
440327104,development
440407104,holdout
440452100,holdout
44045A102,development
44053A440,development
44053A465,development
44053A473,development
44053A481,development
44053A622,development
44107P104,development
44109J106,development
44148G204,development
441593100,development
44170P106,development
44183U209,development
44183U308,development
442487401,development
44267D107,development
44267T102,development
443201108,development
44326H107,development
443320106,development
44332N106,development
44332NAB2,development
443510607,holdout
443573100,development
443573AD2,development
443628102,development
44364H118,development
443761101,development
443787205,development
444097109,development
444097406,development
444144109,development
44473E105,development
44473E204,development
444859102,development
444869101,development
44486Q103,development
445658107,development
446150104,development
446413106,development
447011107,development
447324104,development
447462102,holdout
44812J104,holdout
44812T102,development
44842L103,development
44852D108,development
44852G101,development
44852G309,development
448579102,development
44862P109,development
44862P117,holdout
44862P133,development
44862P208,development
44888K209,development
44888K407,development
44891N208,development
448947507,development
449109107,development
44916E100,development
44916K106,holdout
44916Y106,holdout
449172105,development
44925C103,development
44930G107,development
44934N108,development
44934S206,development
44951J105,development
44951W106,development
44951X104,development
44951Y102,development
44951Y110,holdout
44951Y201,development
44952J104,holdout
44955L106,holdout
449585108,development
44967K302,holdout
44969Q307,holdout
44969Q406,holdout
44975P103,development
449778109,holdout
44980X109,development
44984F401,development
44984F708,holdout
44984F807,development
450047204,development
450047303,development
450056106,holdout
450056AB2,development
45032V108,holdout
45032V207,development
45032V306,development
45073V108,development
450913108,development
450958103,holdout
451033609,holdout
451033708,holdout
45104G104,development
451051106,development
451100101,development
451107106,development
45113Y203,development
45114M109,development
451622203,development
45166A102,development
45166V205,development
45167R104,development
45168D104,holdout
45170X205,development
45174J509,development
45175B109,development
45175G108,holdout
45175G207,holdout
45175Q106,development
452308109,development
452327109,development
45245E109,holdout
45245EAJ8,development
452521107,holdout
452525306,development
45253H101,development
45254E107,development
45254U101,development
45256X103,development
45257F200,development
45257L108,holdout
45257U108,development
45258D105,development
45258DAB1,development
45258H106,development
45258J102,holdout
45259A209,development
45259A233,development
45259A241,development
45259A258,holdout
45259A266,development
45259A282,holdout
45259A316,holdout
45259A449,development
45259A464,development
45259A514,development
45259A555,development
45259A688,development
45259A795,development
45259A803,development
45259A837,development
45259A845,development
45259A852,development
45259A878,development
45259A886,development
45259L205,development
4525EP101,development
4525EP200,development
453038408,development
453204109,development
453204AD1,development
45332Y109,development
45333D112,development
45333F109,development
45333F208,development
45337C102,development
45339J105,development
45339J204,development
453415606,development
45378A106,development
453836108,development
453838609,development
45384B106,development
454089103,development
45408X308,development
45409B107,holdout
45409B248,development
45409B255,development
45409B321,development
45409B362,holdout
45409B396,development
45409B453,development
45409B461,development
45409B560,development
45409B628,development
45409B800,development
45409B883,development
45409F686,development
45409F736,development
45409F751,development
45409F769,development
45409F777,development
45409F785,holdout
45409F819,development
45409F827,development
45409F843,development
45569U101,holdout
45579U109,holdout
456237106,holdout
45667G103,development
45667GAE3,development
45667GAG8,holdout
45674E109,development
45674E208,development
45674M101,holdout
45675Y104,development
45676K103,holdout
456788108,development
456837103,holdout
45685K102,holdout
45687V106,development
45688C107,holdout
456941103,development
456948108,development
456948116,development
457030104,holdout
457152106,development
457187102,holdout
45719W205,development
45720L107,holdout
45720N103,holdout
457637601,development
457637700,holdout
457642205,development
457651107,development
45765U103,development
45765UAB9,development
45765Y204,development
457669307,development
457669AA7,holdout
457669AB5,development
457679108,development
457679116,holdout
45768S105,development
45769N105,development
4576JP109,development
4576JP208,development
457730109,development
45773H201,development
45773H409,development
45774W108,development
45778Q107,development
457790103,holdout
45779A846,holdout
45780L104,development
45780R101,holdout
45781K204,development
45781M101,development
45781MAB7,development
45781MAD3,development
45781V101,development
45782B104,development
45782B302,development
45782BAD6,development
45782C102,holdout
45782C128,development
45782C193,holdout
45782C235,development
45782C243,development
45782C276,development
45782C284,development
45782C292,development
45782C300,holdout
45782C318,development
45782C326,development
45782C334,development
45782C342,development
45782C359,holdout
45782C367,development
45782C375,development
45782C383,development
45782C391,development
45782C409,holdout
45782C417,development
45782C425,development
45782C433,holdout
45782C466,holdout
45782C474,development
45782C508,development
45782C516,development
45782C524,development
45782C532,development
45782C540,holdout
45782C557,development
45782C565,development
45782C573,development
45782C581,development
45782C599,development
45782C615,development
45782C623,development
45782C631,development
45782C649,development
45782C656,holdout
45782C664,development
45782C672,development
45782C680,development
45782C698,development
45782C714,development
45782C722,development
45782C730,development
45782C748,development
45782C755,development
45782C763,holdout
45782C771,development
45782C789,development
45782C797,development
45782C805,development
45782C813,development
45782C821,holdout
45782C839,development
45782C862,development
45782C870,development
45782C888,development
45782N108,development
45782T105,development
45783C101,development
45783C200,development
45783Q100,development
45783Y103,development
45783Y111,development
45783Y129,development
45783Y145,development
45783Y160,development
45783Y178,development
45783Y202,development
45783Y210,development
45783Y228,development
45783Y236,development
45783Y251,development
45783Y269,development
45783Y285,development
45783Y293,development
45783Y301,development
45783Y335,development
45783Y343,holdout
45783Y350,holdout
45783Y376,development
45783Y400,development
45783Y418,development
45783Y426,development
45783Y442,development
45783Y459,development
45783Y475,holdout
45783Y509,development
45783Y533,development
45783Y541,development
45783Y608,development
45783Y616,development
45783Y665,development
45783Y673,development
45783Y681,development
45783Y699,development
45783Y707,development
45783Y723,holdout
45783Y731,development
45783Y756,development
45783Y764,holdout
45783Y772,holdout
45783Y780,development
45783Y798,development
45783Y806,holdout
45783Y814,holdout
45783Y822,development
45783Y830,development
45783Y848,development
45783Y855,development
45783Y871,development
45783Y889,development
45784A104,development
45784E106,development
45784G101,development
45784G200,development
45784J105,development
45784J303,development
45784L118,development
45784M108,holdout
45784N106,holdout
45784N205,development
45784N304,holdout
45784N379,development
45784N395,development
45784N411,development
45784N437,development
45784N452,development
45784N478,development
45784N502,development
45784N528,holdout
45784N536,development
45784N544,holdout
45784N601,development
45784N643,development
45784N668,development
45784N676,development
45784N700,development
45784N726,development
45784N734,holdout
45784N742,development
45784N767,development
45784N775,development
45784N783,development
45784N791,development
45784N809,development
45784N817,development
45784N825,holdout
45784N833,development
45784N841,development
45784N858,development
45784N866,development
45784N874,development
45784N882,holdout
45784P101,holdout
45784PAK7,development
45790J867,development
45790W108,development
457919108,development
45791D109,development
45791D117,development
45791D208,development
45791E107,development
45791E206,development
457985208,development
457985AM1,holdout
458140100,development
45816D100,development
45817G201,development
45824Q507,holdout
45824Q606,development
45824Q804,development
45825X204,holdout
45826H109,development
45826HAB5,development
45826HAD1,development
45826J105,development
45826T509,development
45827K119,development
45827U109,development
45828E104,development
45828J103,development
45828L108,development
458334109,development
45840Y104,development
45840Y203,development
45840Y401,development
45841N107,development
45845P108,development
45857P806,development
458665304,development
45866F104,development
45867G101,development
45867GAD3,holdout
458685104,development
458751302,development
459044103,development
459200101,development
459506101,development
459867123,development
